UserID,total_courses_enrolled,enrollment_frequency,total_spending,avg_spending_per_course,preferred_category,category_diversity,preferred_level,avg_course_rating_enrolled,learning_depth_index,Age,Gender,preferred_category_enc,preferred_level_enc,gender_enc,Cluster,HC_Cluster
U00068,4,4,343.73,85.9325,AI/ML,2,Beginner,3.625,0.3333333333333333,32,Male,0,1,1,0,2
U00069,2,2,385.61,192.805,Data Science,2,Advanced,3.3,1.0,27,Female,3,0,0,3,1
U00070,4,4,512.08,128.02,Data Science,3,Beginner,3.8499999999999996,0.0,25,Female,3,1,0,0,0
U00071,3,3,290.18,96.72666666666667,Business,3,Advanced,3.533333333333333,0.5,30,Female,1,0,0,3,0
U00072,5,5,332.28999999999996,66.458,Cybersecurity,4,Advanced,3.1,1.0,17,Female,2,0,0,3,0
U00073,3,3,302.56,100.85333333333334,AI/ML,3,Beginner,4.166666666666667,0.3333333333333333,16,Male,0,1,1,0,2
U00074,6,6,650.69,108.44833333333334,Design,4,Beginner,4.1000000000000005,0.2,19,Male,4,1,1,1,2
U00075,2,2,229.57999999999998,114.78999999999999,AI/ML,2,Advanced,3.05,0.5,22,Male,0,0,1,3,1
U00076,3,3,342.78,114.25999999999999,AI/ML,3,Beginner,3.6,0.0,34,Male,0,1,1,0,2
U00077,3,3,342.53,114.17666666666666,AI/ML,3,Advanced,3.6,0.5,20,Male,0,0,1,3,2
U00078,4,4,541.8,135.45,Marketing,3,Beginner,3.75,0.3333333333333333,32,Female,6,1,0,0,0
U00079,3,3,400.89,133.63,AI/ML,2,Intermediate,4.266666666666667,1.0,28,Male,0,2,1,0,2
U00080,3,3,162.89,54.29666666666666,Data Science,3,Advanced,3.8000000000000003,0.5,35,Female,3,0,0,2,1
U00081,7,7,776.38,110.91142857142857,AI/ML,4,Beginner,4.171428571428572,0.5,18,Female,0,1,0,1,0
U00082,5,5,510.78000000000003,102.156,AI/ML,5,Intermediate,3.96,0.0,31,Male,0,2,1,1,2
U00083,5,5,343.13,68.626,AI/ML,4,Intermediate,3.2600000000000002,0.5,16,Male,0,2,1,0,2
U00084,3,3,271.9,90.63333333333333,Web Development,2,Beginner,3.1999999999999997,0.3333333333333333,20,Male,7,1,1,2,1
U00085,3,3,407.02,135.67333333333332,AI/ML,3,Beginner,4.0,0.0,22,Female,0,1,0,0,0
U00086,2,2,348.41999999999996,174.20999999999998,Cybersecurity,2,Beginner,4.45,0.0,27,Female,2,1,0,0,0
U00087,4,4,465.47,116.3675,Design,3,Beginner,3.05,0.25,19,Female,4,1,0,0,0
U00088,3,3,83.25999999999999,27.75333333333333,Cybersecurity,3,Advanced,3.3666666666666667,2.0,23,Male,2,0,1,2,1
U00089,4,4,465.72,116.43,Web Development,3,Beginner,3.4499999999999997,0.0,30,Male,7,1,1,0,2
U00090,5,5,445.24,89.048,AI/ML,4,Intermediate,4.040000000000001,0.5,34,Male,0,2,1,0,2
U00091,2,2,214.22,107.11,Data Science,2,Advanced,3.8,1.0,35,Male,3,0,1,3,1
U00092,3,3,459.53,153.17666666666665,Business,3,Intermediate,3.233333333333333,0.0,31,Male,1,2,1,0,2
U00093,3,3,232.53,77.51,AI/ML,3,Beginner,3.966666666666667,0.0,16,Male,0,1,1,2,2
U00094,3,3,230.98000000000002,76.99333333333334,Cybersecurity,2,Advanced,3.6666666666666665,2.0,27,Male,2,0,1,3,3
U00095,6,6,479.77,79.96166666666666,AI/ML,6,Beginner,4.066666666666667,0.25,20,Male,0,1,1,1,2
U00096,6,6,483.36,80.56,Marketing,4,Advanced,3.266666666666667,2.5,34,Female,6,0,0,3,0
U00097,2,2,270.54999999999995,135.27499999999998,Design,2,Advanced,2.8,1.0,25,Male,4,0,1,3,1
U00098,3,3,232.06,77.35333333333334,Cybersecurity,3,Beginner,3.9,0.0,31,Male,2,1,1,2,2
U00099,5,5,611.8199999999999,122.36399999999999,AI/ML,3,Advanced,3.9200000000000004,1.0,29,Female,0,0,0,3,0
U00100,4,4,338.18,84.545,Marketing,2,Advanced,3.9,2.0,32,Female,6,0,0,3,3
U00101,4,4,421.97999999999996,105.49499999999999,Design,4,Intermediate,4.1,0.0,15,Female,4,2,0,0,0
U00102,3,3,290.53999999999996,96.84666666666665,Business,3,Advanced,3.1,2.0,32,Male,1,0,1,3,3
U00103,2,2,284.46,142.23,Finance,2,Beginner,3.1500000000000004,0.0,30,Female,5,1,0,0,0
U00104,6,6,566.1700000000001,94.36166666666668,Marketing,5,Advanced,4.3999999999999995,1.5,19,Male,6,0,1,1,2
U00105,6,5,784.88,130.81333333333333,Finance,4,Intermediate,3.9666666666666663,0.5,27,Male,5,2,1,1,2
U00106,4,4,412.40999999999997,103.10249999999999,Marketing,3,Beginner,3.85,0.3333333333333333,19,Male,6,1,1,0,2
U00107,3,3,228.22,76.07333333333334,AI/ML,3,Beginner,3.5666666666666664,0.3333333333333333,18,Female,0,1,0,2,1
U00108,4,4,237.46,59.365,Web Development,3,Advanced,3.6,3.0,32,Male,7,0,1,3,3
U00109,3,3,428.43,142.81,AI/ML,3,Intermediate,3.6,0.0,15,Female,0,2,0,0,0
U00110,7,7,1019.11,145.58714285714285,Marketing,4,Advanced,3.042857142857143,1.0,26,Female,6,0,0,1,0
U00111,3,3,256.49,85.49666666666667,Cybersecurity,3,Intermediate,3.533333333333333,0.0,24,Male,2,2,1,0,2
U00112,8,8,760.73,95.09125,Cybersecurity,4,Advanced,3.775,1.3333333333333333,34,Female,2,0,0,1,0
U00113,5,5,371.73,74.346,AI/ML,4,Beginner,3.5200000000000005,0.3333333333333333,19,Male,0,1,1,0,2
U00114,3,3,201.64000000000001,67.21333333333334,AI/ML,3,Beginner,2.9,0.3333333333333333,22,Female,0,1,0,0,1
U00115,3,3,250.96,83.65333333333334,Data Science,2,Intermediate,2.6999999999999997,1.0,32,Female,3,2,0,0,1
U00116,3,3,334.12,111.37333333333333,Design,3,Advanced,3.766666666666667,0.5,31,Male,4,0,1,3,2
U00117,4,4,556.55,139.1375,AI/ML,4,Intermediate,3.325,0.5,19,Female,0,2,0,0,0
U00118,2,2,206.18,103.09,Marketing,2,Beginner,3.0,0.0,28,Female,6,1,0,0,1
U00119,4,4,413.62,103.405,Cybersecurity,4,Intermediate,3.575,0.5,28,Male,2,2,1,0,2
U00120,4,4,479.26,119.815,Cybersecurity,3,Advanced,3.5,2.0,15,Male,2,0,1,3,2
U00121,4,4,498.73,124.6825,Design,3,Advanced,3.4,1.5,27,Female,4,0,0,3,0
U00122,3,3,481.03999999999996,160.34666666666666,Business,3,Advanced,3.6666666666666665,1.0,21,Female,1,0,0,3,1
U00123,6,6,794.59,132.43166666666667,Marketing,4,Beginner,3.783333333333333,0.0,18,Female,6,1,0,1,0
U00124,4,4,318.37,79.5925,Cybersecurity,4,Beginner,3.4499999999999997,0.3333333333333333,19,Female,2,1,0,0,1
U00125,4,4,203.53000000000003,50.88250000000001,Business,3,Advanced,3.35,1.0,35,Female,1,0,0,3,1
U00126,1,1,107.95,107.95,Design,1,Advanced,4.6,1.0,23,Female,4,0,0,2,1
U00127,5,5,625.97,125.194,Web Development,4,Intermediate,3.2399999999999998,1.0,34,Female,7,2,0,1,0
U00128,4,4,620.53,155.1325,Marketing,2,Intermediate,4.375,1.0,35,Female,6,2,0,0,0
U00129,7,7,613.56,87.65142857142857,Data Science,5,Intermediate,3.4857142857142853,1.0,19,Male,3,2,1,1,2
U00130,3,3,349.77,116.58999999999999,Data Science,3,Beginner,3.3666666666666667,0.0,17,Male,3,1,1,0,2
U00131,2,2,174.68,87.34,Cybersecurity,2,Beginner,3.4000000000000004,0.0,19,Male,2,1,1,2,2
U00132,1,1,160.93,160.93,Data Science,1,Intermediate,3.2,0.0,22,Male,3,2,1,0,1
U00133,4,4,469.30999999999995,117.32749999999999,Finance,3,Advanced,3.625,1.0,21,Male,5,0,1,3,2
U00134,2,2,180.03,90.015,AI/ML,2,Advanced,3.1500000000000004,2.0,26,Female,0,0,0,3,1
U00135,6,6,713.53,118.92166666666667,AI/ML,6,Beginner,3.6166666666666667,0.25,17,Female,0,1,0,1,0
U00136,3,3,316.23,105.41000000000001,Business,3,Intermediate,3.1333333333333333,1.0,25,Female,1,2,0,0,1
U00137,3,3,364.52,121.50666666666666,Design,2,Intermediate,4.166666666666667,0.0,15,Female,4,2,0,0,0
U00138,3,3,215.42,71.80666666666666,Business,3,Beginner,3.0666666666666664,0.3333333333333333,26,Male,1,1,1,0,2
U00139,5,5,334.27,66.854,Business,5,Beginner,3.9799999999999995,0.5,16,Female,1,1,0,1,0
U00140,5,5,525.8,105.16,Cybersecurity,5,Advanced,4.12,0.6666666666666666,24,Female,2,0,0,1,0
U00141,1,1,107.15,107.15,Web Development,1,Beginner,3.5,0.0,20,Male,7,1,1,2,1
U00142,3,3,287.51,95.83666666666666,Data Science,2,Advanced,3.4,0.5,17,Female,3,0,0,2,1
U00143,3,3,161.06,53.68666666666667,Data Science,3,Advanced,3.6666666666666665,2.0,26,Male,3,0,1,3,1
U00144,3,3,448.28,149.42666666666665,Marketing,2,Intermediate,3.6,0.0,24,Female,6,2,0,0,0
U00145,2,2,97.09,48.545,Cybersecurity,2,Beginner,4.0,0.0,23,Female,2,1,0,2,1
U00146,2,2,352.35,176.175,AI/ML,2,Advanced,3.75,0.5,30,Female,0,0,0,3,0
U00147,8,8,863.1,107.8875,Data Science,5,Advanced,3.4125,0.8,30,Male,3,0,1,1,0
U00148,4,4,528.79,132.1975,Data Science,3,Beginner,4.075,0.25,35,Female,3,1,0,0,0
U00149,3,3,452.87,150.95666666666668,AI/ML,3,Advanced,3.1333333333333333,0.5,17,Female,0,0,0,3,1
U00150,3,3,271.01,90.33666666666666,Business,3,Beginner,3.5333333333333337,0.3333333333333333,25,Male,1,1,1,0,2
U00151,4,4,361.93,90.4825,Marketing,3,Advanced,4.075,2.0,16,Female,6,0,0,3,0
U00152,2,2,209.9,104.95,Business,2,Beginner,3.9,0.0,19,Female,1,1,0,2,1
U00153,3,3,209.72,69.90666666666667,Web Development,2,Advanced,4.1000000000000005,3.0,35,Male,7,0,1,3,3
U00154,2,2,175.5,87.75,AI/ML,2,Beginner,4.2,0.0,29,Male,0,1,1,2,1
U00155,6,5,526.59,87.765,Design,5,Advanced,3.6166666666666667,1.5,27,Male,4,0,1,1,2
U00156,3,3,335.16,111.72000000000001,Marketing,2,Intermediate,4.366666666666666,0.0,17,Male,6,2,1,0,2
U00157,2,2,67.78999999999999,33.894999999999996,Data Science,2,Advanced,3.9000000000000004,0.5,32,Female,3,0,0,2,1
U00158,4,4,540.2,135.05,Design,3,Beginner,4.5,0.3333333333333333,35,Female,4,1,0,0,0
U00159,2,2,245.17000000000002,122.58500000000001,Business,2,Advanced,4.3,1.0,16,Male,1,0,1,3,2
U00160,4,4,154.33,38.5825,Business,4,Intermediate,3.15,0.5,28,Female,1,2,0,0,1
U00161,5,5,618.65,123.72999999999999,Web Development,4,Advanced,4.4399999999999995,1.5,25,Female,7,0,0,1,0
U00162,5,5,607.76,121.55199999999999,Finance,4,Intermediate,3.72,2.0,26,Male,5,2,1,1,2
U00163,6,6,785.22,130.87,Business,4,Advanced,4.05,0.6666666666666666,32,Female,1,0,0,1,0
U00164,2,2,226.64999999999998,113.32499999999999,AI/ML,2,Intermediate,2.75,0.0,32,Male,0,2,1,0,2
U00165,3,3,244.42,81.47333333333333,Design,3,Intermediate,3.4333333333333336,1.0,30,Male,4,2,1,0,2
U00166,3,3,264.96,88.32,Business,3,Beginner,4.366666666666667,0.3333333333333333,33,Male,1,1,1,2,2
U00167,3,3,173.56,57.85333333333333,Web Development,2,Advanced,3.6666666666666665,1.0,31,Female,7,0,0,2,1
U00168,5,5,392.82,78.564,AI/ML,5,Beginner,4.0200000000000005,0.25,24,Female,0,1,0,1,0
U00169,2,2,182.46,91.23,Business,2,Beginner,4.25,0.0,24,Male,1,1,1,2,1
U00170,3,3,308.9,102.96666666666665,Data Science,3,Advanced,3.6,1.0,34,Female,3,0,0,3,1
U00171,5,5,586.4,117.28,Cybersecurity,4,Beginner,3.4,0.3333333333333333,24,Male,2,1,1,1,2
U00172,2,2,175.70999999999998,87.85499999999999,Data Science,2,Beginner,3.5,0.0,35,Female,3,1,0,2,1
U00173,3,3,111.11,37.03666666666667,Cybersecurity,2,Advanced,3.3000000000000003,2.0,31,Male,2,0,1,2,1
U00174,4,4,445.73,111.4325,AI/ML,4,Intermediate,3.725,0.5,29,Male,0,2,1,0,2
U00175,2,2,196.46,98.23,Business,2,Beginner,3.1,0.0,32,Female,1,1,0,0,1
U00176,4,4,429.09,107.2725,Web Development,3,Beginner,3.25,0.0,34,Male,7,1,1,0,2
U00177,5,5,360.11,72.022,Design,4,Beginner,3.28,0.25,29,Female,4,1,0,0,0
U00178,2,2,273.07,136.535,Business,2,Beginner,4.5,0.0,20,Male,1,1,1,0,2
U00179,5,5,608.1,121.62,Web Development,4,Beginner,4.3,0.5,34,Male,7,1,1,1,2
U00180,2,2,179.81,89.905,Finance,2,Advanced,4.1,1.0,26,Female,5,0,0,2,1
U00181,6,6,478.62,79.77,Design,4,Advanced,3.4166666666666665,1.5,32,Female,4,0,0,1,0
U00182,6,6,658.89,109.815,Finance,4,Beginner,3.65,0.5,28,Female,5,1,0,1,0
U00183,2,2,97.94999999999999,48.974999999999994,Design,2,Advanced,4.199999999999999,1.0,33,Male,4,0,1,2,1
U00184,5,5,615.31,123.06199999999998,AI/ML,3,Advanced,3.72,0.6666666666666666,28,Male,0,0,1,3,2
U00185,4,4,365.77,91.4425,Design,2,Beginner,3.325,0.0,27,Male,4,1,1,0,2
U00186,4,4,257.49,64.3725,Web Development,3,Intermediate,3.5,0.5,28,Female,7,2,0,0,0
U00187,1,1,199.14,199.14,Web Development,1,Advanced,4.2,1.0,18,Male,7,0,1,3,1
U00188,6,6,623.36,103.89333333333333,Marketing,5,Advanced,3.966666666666667,0.6666666666666666,18,Male,6,0,1,1,0
U00189,5,5,609.81,121.96199999999999,Data Science,4,Advanced,3.62,0.6666666666666666,18,Male,3,0,1,1,2
U00190,4,4,401.7,100.425,AI/ML,4,Beginner,3.5,0.3333333333333333,25,Female,0,1,0,0,0
U00191,4,4,509.84,127.46,Web Development,3,Beginner,2.925,0.0,34,Male,7,1,1,0,2
U00192,4,4,647.36,161.84,AI/ML,3,Beginner,4.475,0.0,17,Male,0,1,1,0,2
U00193,3,3,182.54,60.846666666666664,Design,2,Advanced,4.3999999999999995,0.5,33,Male,4,0,1,2,1
U00194,5,5,544.79,108.958,AI/ML,4,Intermediate,3.62,0.5,35,Male,0,2,1,0,2
U00195,4,4,583.81,145.9525,AI/ML,4,Intermediate,4.35,1.0,15,Male,0,2,1,0,2
U00196,5,5,526.28,105.256,Design,3,Beginner,3.66,0.3333333333333333,23,Female,4,1,0,0,0
U00197,3,3,266.15000000000003,88.71666666666668,AI/ML,2,Intermediate,3.4333333333333336,0.0,35,Female,0,2,0,0,1
U00198,2,2,263.07,131.535,Cybersecurity,2,Intermediate,2.85,0.0,30,Female,2,2,0,0,1
U00199,2,2,196.51000000000002,98.25500000000001,Design,2,Beginner,2.7,0.0,24,Female,4,1,0,0,1
U00200,2,2,209.99,104.995,Finance,2,Intermediate,2.85,0.0,32,Male,5,2,1,0,1
U00201,2,2,192.87,96.435,Marketing,2,Advanced,4.300000000000001,2.0,16,Male,6,0,1,2,1
U00202,4,4,517.84,129.46,Cybersecurity,4,Beginner,3.6500000000000004,0.3333333333333333,28,Female,2,1,0,0,0
U00203,3,3,312.58,104.19333333333333,Data Science,3,Intermediate,3.9333333333333336,1.0,25,Female,3,2,0,0,1
U00204,2,2,210.31,105.155,Data Science,2,Advanced,3.45,0.5,28,Female,3,0,0,2,1
U00205,4,4,166.31,41.5775,AI/ML,4,Beginner,3.9000000000000004,0.0,32,Male,0,1,1,2,2
U00206,7,7,564.5600000000001,80.65142857142858,Data Science,5,Beginner,3.4714285714285715,0.5,19,Female,3,1,0,1,0
U00207,4,4,445.08,111.27,Business,4,Intermediate,3.825,0.5,33,Male,1,2,1,0,2
U00208,3,3,328.7,109.56666666666666,Cybersecurity,1,Advanced,3.4333333333333336,0.5,18,Female,2,0,0,3,1
U00209,7,7,728.2,104.02857142857144,Data Science,5,Beginner,3.642857142857143,0.14285714285714285,26,Male,3,1,1,1,0
U00210,2,2,231.85999999999999,115.92999999999999,Data Science,1,Advanced,3.5999999999999996,2.0,30,Male,3,0,1,3,3
U00211,5,5,463.82000000000005,92.76400000000001,Web Development,4,Intermediate,3.72,0.5,22,Male,7,2,1,0,2
U00212,3,3,399.09000000000003,133.03,Business,3,Intermediate,3.8666666666666667,0.0,30,Female,1,2,0,0,0
U00213,4,4,313.37,78.3425,Design,3,Beginner,4.2,0.3333333333333333,15,Male,4,1,1,2,2
U00214,2,2,285.94,142.97,Cybersecurity,2,Advanced,3.2,1.0,24,Female,2,0,0,3,1
U00215,3,3,264.33,88.11,Business,2,Advanced,4.033333333333334,0.5,28,Male,1,0,1,2,1
U00216,3,3,181.54,60.51333333333333,Cybersecurity,2,Advanced,3.1,1.0,23,Male,2,0,1,2,1
U00217,5,5,601.54,120.30799999999999,Marketing,4,Advanced,3.3600000000000003,1.5,28,Male,6,0,1,1,2
U00218,2,2,107.09,53.545,Cybersecurity,2,Beginner,3.2,0.0,15,Female,2,1,0,2,1
U00219,5,5,655.83,131.166,Design,4,Beginner,3.94,0.3333333333333333,23,Female,4,1,0,1,0
U00220,6,6,487.67,81.27833333333334,Cybersecurity,4,Intermediate,3.6166666666666667,2.0,20,Male,2,2,1,1,2
U00221,6,6,630.3499999999999,105.05833333333332,Design,3,Beginner,4.083333333333333,0.5,27,Male,4,1,1,1,2
U00222,1,1,11.72,11.72,Cybersecurity,1,Advanced,2.8,1.0,28,Male,2,0,1,2,1
U00223,8,8,720.98,90.1225,Cybersecurity,6,Advanced,3.8625,1.0,35,Female,2,0,0,1,0
U00224,4,4,402.27000000000004,100.56750000000001,AI/ML,4,Advanced,4.025,3.0,15,Female,0,0,0,3,3
U00225,2,2,4.13,2.065,Data Science,2,Advanced,3.9499999999999997,0.5,18,Male,3,0,1,2,1
U00226,6,6,626.16,104.36,Finance,5,Advanced,3.4499999999999997,0.6666666666666666,34,Female,5,0,0,1,0
U00227,2,2,353.53999999999996,176.76999999999998,Business,2,Advanced,3.1,0.5,23,Male,1,0,1,3,1
U00228,7,7,833.46,119.0657142857143,Cybersecurity,4,Advanced,3.8000000000000003,1.5,18,Male,2,0,1,1,0
U00229,5,5,174.31,34.862,Business,5,Advanced,4.1,1.0,22,Male,1,0,1,3,2
U00230,6,6,537.38,89.56333333333333,AI/ML,3,Beginner,4.266666666666667,0.25,17,Female,0,1,0,1,0
U00231,6,6,316.09999999999997,52.68333333333333,AI/ML,6,Beginner,3.6833333333333336,0.25,16,Male,0,1,1,1,2
U00232,2,2,177.0,88.5,Design,2,Beginner,3.65,0.0,26,Female,4,1,0,2,1
U00233,8,8,510.47999999999996,63.809999999999995,Design,5,Beginner,3.7625,0.16666666666666666,32,Male,4,1,1,1,0
U00234,4,4,265.25,66.3125,Web Development,2,Advanced,3.925,2.0,32,Male,7,0,1,3,3
U00235,4,4,330.22,82.555,Marketing,3,Beginner,3.625,0.25,34,Male,6,1,1,0,2
U00236,3,2,246.05,82.01666666666667,Design,2,Advanced,3.4333333333333336,0.5,25,Female,4,0,0,2,1
U00237,2,2,178.77999999999997,89.38999999999999,Marketing,1,Beginner,2.8499999999999996,0.0,20,Male,6,1,1,2,1
U00238,3,3,369.01,123.00333333333333,AI/ML,3,Advanced,3.033333333333333,0.5,24,Female,0,0,0,3,1
U00239,4,4,536.02,134.005,Marketing,3,Advanced,3.925,3.0,32,Female,6,0,0,3,3
U00240,2,2,384.24,192.12,AI/ML,2,Advanced,3.3,1.0,34,Female,0,0,0,3,0
