UserID,CourseID,TransactionDate,Amount
U00027,C0038,2023-05-29,197.51
U00027,C0153,2024-07-07,50.13
U00028,C0170,2023-05-15,2.97
U00028,C0007,2023-09-01,117.77
U00029,C0068,2023-02-23,25.35
U00030,C0030,2024-05-02,89.66
U00030,C0191,2024-01-06,102.65
U00030,C0017,2023-04-22,90.4
U00031,C0158,2024-11-05,104.29
U00031,C0012,2024-04-14,128.67
U00031,C0187,2023-02-01,12.17
U00032,C0103,2024-05-17,142.48
U00032,C0110,2024-03-30,14.7
U00032,C0176,2023-03-24,64.42
U00032,C0028,2023-06-01,13.14
U00033,C0163,2024-12-30,65.04
U00033,C0150,2024-09-03,106.11
U00033,C0141,2024-04-09,101.11
U00034,C0180,2024-10-28,175.54
U00034,C0030,2024-07-18,144.17
U00034,C0168,2023-08-09,86.01
U00035,C0106,2023-04-08,62.51
U00035,C0087,2023-11-17,133.02
U00035,C0117,2024-01-19,190.72
U00035,C0103,2024-12-04,184.6
U00035,C0107,2023-03-10,18.24
U00035,C0187,2023-03-29,18.65
U00036,C0190,2023-05-14,111.27
U00036,C0096,2024-08-23,191.32
U00037,C0172,2024-11-12,188.23
U00037,C0032,2024-03-09,173.62
U00037,C0106,2023-02-22,193.68
U00037,C0091,2024-09-06,62.49
U00038,C0130,2023-06-08,131.35
U00038,C0055,2023-08-18,169.45
U00039,C0143,2023-10-13,114.82
U00039,C0095,2024-03-15,169.03
U00039,C0030,2024-09-28,122.71
U00040,C0007,2023-10-01,5.79
U00040,C0156,2023-10-07,140.54
U00040,C0169,2023-11-13,184.31
U00040,C0178,2023-12-26,1.22
U00041,C0145,2024-10-10,194.36
U00041,C0169,2023-04-04,149.22
U00041,C0103,2023-08-09,75.24
U00041,C0018,2024-04-09,68.18
U00041,C0037,2024-01-14,62.33
U00041,C0190,2023-11-29,155.37
U00042,C0022,2024-09-24,9.95
U00042,C0014,2023-03-25,54.42
U00042,C0040,2024-11-08,84.8
U00042,C0041,2024-09-13,88.41
U00043,C0194,2023-12-20,85.98
U00043,C0132,2023-10-18,135.64
U00043,C0030,2024-08-30,97.33
U00044,C0012,2023-02-26,1.54
U00044,C0057,2023-11-05,189.06
U00044,C0102,2023-05-21,152.83
U00044,C0154,2023-10-24,65.62
U00045,C0192,2024-03-16,35.14
U00046,C0181,2024-07-26,166.67
U00046,C0059,2023-12-29,14.42
U00046,C0129,2023-02-13,87.24
U00047,C0020,2024-08-10,80.88
U00047,C0081,2024-10-17,83.54
U00047,C0148,2023-04-28,81.01
U00047,C0110,2023-11-29,34.37
U00048,C0118,2024-03-22,117.77
U00048,C0177,2024-06-20,15.73
U00048,C0093,2023-11-14,149.16
U00048,C0023,2023-08-15,66.61
U00048,C0112,2023-06-22,15.28
U00048,C0028,2024-10-10,22.81
U00048,C0063,2024-06-06,38.78
U00049,C0090,2023-04-16,29.29
U00049,C0187,2023-07-22,34.7
U00049,C0166,2023-06-06,152.04
U00049,C0038,2024-11-02,15.07
U00049,C0061,2024-10-05,98.82
U00050,C0195,2024-10-20,127.06
U00050,C0149,2024-10-01,64.64
U00050,C0115,2024-10-04,63.23
U00050,C0175,2024-03-26,13.66
U00050,C0145,2024-03-28,126.28
U00051,C0152,2023-11-14,92.35
U00051,C0015,2023-02-08,11.38
U00051,C0091,2023-10-21,15.35
U00051,C0130,2023-04-03,123.0
U00051,C0019,2024-06-03,76.9
U00052,C0190,2024-10-29,37.65
U00052,C0011,2024-09-11,95.13
U00052,C0116,2023-06-04,191.54
U00052,C0147,2024-04-06,20.7
U00053,C0088,2023-02-10,49.55
U00053,C0183,2024-03-24,198.2
U00053,C0022,2024-06-20,104.55
U00053,C0130,2023-06-12,72.78
U00053,C0166,2023-10-17,77.48
U00053,C0045,2023-12-13,135.78
U00054,C0162,2023-12-09,13.18
U00054,C0166,2023-04-07,111.59
U00055,C0065,2024-09-09,174.66
U00055,C0186,2023-12-08,16.3
U00055,C0169,2024-11-10,28.29
U00056,C0168,2024-02-06,25.79
U00056,C0179,2024-12-26,187.6
U00056,C0170,2023-11-14,111.78
U00057,C0085,2024-12-02,182.49
U00057,C0033,2023-04-06,129.2
U00057,C0172,2024-03-09,101.7
U00057,C0180,2023-01-19,72.52
U00058,C0055,2024-05-12,38.4
U00058,C0088,2023-05-21,30.99
U00059,C0026,2024-07-06,167.02
U00059,C0130,2024-06-23,7.55
U00059,C0198,2023-12-11,175.28
U00060,C0153,2023-07-05,166.27
U00060,C0097,2024-10-01,161.81
U00060,C0040,2023-06-19,144.24
U00060,C0042,2023-02-14,82.17
U00061,C0061,2024-04-04,46.8
U00061,C0114,2023-09-02,61.89
U00061,C0157,2024-04-25,180.79
U00061,C0073,2023-07-18,73.57
U00062,C0113,2024-06-24,83.73
U00062,C0119,2023-06-15,163.38
U00062,C0197,2024-09-11,27.68
U00062,C0073,2023-09-14,10.44
U00062,C0200,2024-05-07,174.82
U00062,C0098,2024-07-21,186.86
U00062,C0129,2024-12-29,169.18
U00063,C0073,2024-06-09,29.47
U00063,C0022,2024-03-23,18.34
U00063,C0196,2023-08-16,163.34
U00063,C0042,2023-12-24,186.09
U00063,C0070,2024-02-29,10.65
U00063,C0116,2024-05-29,74.79
U00064,C0021,2023-01-29,63.74
U00064,C0096,2023-04-12,167.84
U00064,C0058,2024-10-27,67.06
U00065,C0010,2024-04-28,139.21
U00065,C0074,2023-05-23,151.77
U00066,C0158,2023-09-20,43.13
U00066,C0002,2023-06-03,109.76
U00066,C0021,2024-09-15,105.55
U00066,C0005,2023-04-24,155.23
U00067,C0032,2024-03-05,127.79
U00067,C0013,2024-09-29,91.42
U00067,C0062,2023-04-24,167.34
U00068,C0138,2024-08-11,48.39
U00068,C0005,2023-05-28,58.25
U00068,C0162,2023-01-02,122.96
U00068,C0132,2023-09-04,114.13
U00069,C0172,2024-06-20,194.93
U00069,C0022,2023-03-11,190.68
U00070,C0130,2024-04-26,8.71
U00070,C0142,2024-02-01,196.21
U00070,C0006,2023-09-17,149.46
U00070,C0100,2024-01-01,157.7
U00071,C0188,2023-04-17,154.3
U00071,C0169,2023-12-07,26.68
U00071,C0161,2023-12-27,109.2
U00072,C0045,2024-05-05,126.35
U00072,C0200,2023-05-19,12.62
U00072,C0176,2024-04-13,7.4
U00072,C0119,2023-07-26,8.76
U00072,C0179,2023-07-24,177.16
U00073,C0080,2024-07-10,94.68
U00073,C0132,2023-02-07,150.66
U00073,C0102,2023-07-15,57.22
U00074,C0013,2024-03-23,177.9
U00074,C0168,2024-03-26,178.93
U00074,C0085,2024-01-31,67.81
U00074,C0070,2023-07-11,99.24
U00074,C0032,2024-05-24,73.47
U00074,C0095,2024-06-15,53.34
U00075,C0109,2024-03-16,120.49
U00075,C0021,2023-07-04,109.09
U00076,C0021,2023-10-30,61.3
U00076,C0084,2024-09-09,143.53
U00076,C0170,2023-06-20,137.95
U00077,C0011,2024-09-21,199.63
U00077,C0187,2023-10-09,127.89
U00077,C0091,2023-02-28,15.01
U00078,C0094,2023-06-13,190.56
U00078,C0132,2023-05-27,169.73
U00078,C0192,2024-11-25,156.26
U00078,C0174,2023-02-05,25.25
U00079,C0166,2024-01-28,189.89
U00079,C0094,2023-02-03,121.02
U00079,C0093,2024-11-26,89.98
U00080,C0114,2024-08-10,27.54
U00080,C0196,2024-01-11,79.61
U00080,C0020,2024-10-27,55.74
U00081,C0007,2023-05-01,52.36
U00081,C0189,2023-09-24,140.81
U00081,C0048,2023-08-08,199.27
U00081,C0128,2023-10-20,138.8
U00081,C0133,2024-05-17,40.04
U00081,C0100,2023-05-19,170.57
U00081,C0144,2024-04-07,34.53
U00082,C0023,2024-12-27,12.99
U00082,C0175,2024-07-09,58.07
U00082,C0082,2023-11-04,170.27
U00082,C0171,2024-12-29,141.91
U00082,C0089,2024-12-18,127.54
U00083,C0131,2023-08-31,158.07
U00083,C0058,2023-01-27,72.18
U00083,C0032,2024-08-09,73.78
U00083,C0052,2024-07-18,25.95
U00083,C0036,2023-03-30,13.15
U00084,C0184,2024-06-22,82.16
U00084,C0185,2024-02-24,164.67
U00084,C0123,2023-03-17,25.07
U00085,C0019,2024-11-27,103.47
U00085,C0116,2023-05-12,175.59
U00085,C0120,2024-07-18,127.96
U00086,C0034,2024-05-29,182.14
U00086,C0111,2023-02-26,166.28
U00087,C0078,2024-12-27,45.09
U00087,C0043,2024-06-15,178.99
U00087,C0042,2023-03-22,50.12
U00087,C0083,2024-10-12,191.27
U00088,C0161,2024-06-30,18.69
U00088,C0078,2024-10-18,33.73
U00088,C0158,2024-08-17,30.84
U00089,C0185,2023-02-12,165.05
U00089,C0155,2023-01-30,16.24
U00089,C0087,2024-10-18,154.2
U00089,C0145,2023-09-29,130.23
U00090,C0107,2024-10-04,109.12
U00090,C0159,2024-10-19,191.33
U00090,C0164,2024-05-09,48.98
U00090,C0008,2024-12-02,81.22
U00090,C0128,2024-04-09,14.59
U00091,C0113,2024-05-10,92.89
U00091,C0107,2023-12-15,121.33
U00092,C0184,2023-12-20,195.07
U00092,C0082,2023-05-14,152.13
U00092,C0188,2024-06-11,112.33
U00093,C0120,2024-04-05,49.58
U00093,C0032,2023-04-10,10.12
U00093,C0069,2024-01-29,172.83
U00094,C0041,2023-11-17,37.97
U00094,C0084,2023-06-13,99.65
U00094,C0148,2024-06-11,93.36
U00095,C0128,2023-09-04,43.03
U00095,C0006,2023-12-28,9.73
U00095,C0024,2023-10-16,98.98
U00095,C0101,2024-10-31,134.5
U00095,C0130,2023-10-20,107.34
U00095,C0118,2023-04-21,86.19
U00096,C0187,2023-02-22,114.06
U00096,C0094,2023-07-19,72.5
U00096,C0196,2023-10-23,14.71
U00096,C0104,2024-05-31,90.07
U00096,C0012,2024-07-17,55.94
U00096,C0103,2024-09-30,136.08
U00097,C0025,2024-01-18,158.98
U00097,C0101,2023-12-14,111.57
U00098,C0037,2024-06-05,80.28
U00098,C0051,2023-02-11,9.06
U00098,C0155,2023-05-21,142.72
U00099,C0133,2023-05-24,65.59
U00099,C0117,2024-09-19,63.71
U00099,C0039,2024-02-07,198.12
U00099,C0156,2023-11-03,118.74
U00099,C0132,2024-06-03,165.66
U00100,C0182,2023-01-18,73.67
U00100,C0145,2024-11-20,21.92
U00100,C0077,2024-03-02,116.74
U00100,C0122,2024-12-05,125.85
U00101,C0068,2024-08-14,45.51
U00101,C0168,2023-02-22,116.7
U00101,C0199,2023-06-24,104.85
U00101,C0149,2024-09-26,154.92
U00102,C0175,2024-08-09,189.64
U00102,C0063,2023-04-23,38.16
U00102,C0009,2024-03-27,62.74
U00103,C0177,2024-02-25,100.36
U00103,C0053,2024-09-18,184.1
U00104,C0189,2023-08-01,112.18
U00104,C0187,2024-11-09,95.67
U00104,C0016,2024-01-21,62.75
U00104,C0181,2023-06-27,91.93
U00104,C0036,2024-06-29,68.47
U00104,C0133,2023-12-29,135.17
U00105,C0175,2023-07-16,191.47
U00105,C0165,2023-10-13,111.62
U00105,C0178,2023-08-19,188.3
U00105,C0068,2023-11-01,154.23
U00105,C0157,2024-12-22,41.46
U00105,C0124,2024-12-22,97.8
U00106,C0144,2023-05-05,114.7
U00106,C0185,2024-07-10,75.94
U00106,C0071,2024-02-09,163.68
U00106,C0074,2023-05-30,58.09
U00107,C0183,2024-03-28,131.19
U00107,C0021,2024-05-05,42.8
U00107,C0089,2024-07-05,54.23
U00108,C0070,2024-08-23,47.86
U00108,C0036,2023-02-21,133.97
U00108,C0028,2024-06-27,45.13
U00108,C0158,2023-08-27,10.5
U00109,C0184,2024-11-28,154.15
U00109,C0121,2023-01-06,192.9
U00109,C0026,2023-06-11,81.38
U00110,C0122,2023-10-20,129.18
U00110,C0123,2023-04-02,130.46
U00110,C0167,2023-08-26,107.03
U00110,C0052,2023-02-08,182.65
U00110,C0194,2023-06-29,83.58
U00110,C0074,2023-06-30,186.78
U00110,C0083,2023-02-07,199.43
U00111,C0127,2023-10-24,175.35
U00111,C0048,2023-01-10,59.68
U00111,C0192,2024-09-09,21.46
U00112,C0073,2024-04-24,54.57
U00112,C0117,2023-04-26,66.14
U00112,C0165,2024-04-14,129.66
U00112,C0140,2023-07-10,2.82
U00112,C0135,2023-12-12,158.15
U00112,C0127,2024-08-04,134.88
U00112,C0035,2023-07-17,35.1
U00112,C0130,2024-10-16,179.41
U00113,C0132,2023-04-08,36.96
U00113,C0084,2023-05-24,95.49
U00113,C0023,2023-09-12,1.37
U00113,C0103,2024-01-28,47.1
U00113,C0172,2023-10-01,190.81
U00114,C0186,2023-09-25,130.74
U00114,C0147,2024-12-10,47.26
U00114,C0003,2024-11-14,23.64
U00115,C0104,2024-12-21,153.97
U00115,C0176,2024-12-07,23.48
U00115,C0129,2023-10-30,73.51
U00116,C0035,2024-04-10,149.55
U00116,C0123,2024-09-12,74.72
U00116,C0040,2024-12-19,109.85
U00117,C0138,2023-09-11,136.07
U00117,C0171,2024-09-02,174.63
U00117,C0056,2023-03-25,105.1
U00117,C0196,2024-06-24,140.75
U00118,C0145,2023-03-05,165.75
U00118,C0029,2024-06-01,40.43
U00119,C0043,2023-04-30,136.06
U00119,C0084,2024-08-20,97.77
U00119,C0134,2024-06-06,89.1
U00119,C0114,2023-02-26,90.69
U00120,C0117,2024-04-18,134.55
U00120,C0145,2023-11-12,144.66
U00120,C0015,2024-02-10,50.89
U00120,C0144,2023-01-04,149.16
U00121,C0012,2023-03-07,108.23
U00121,C0109,2023-03-03,186.92
U00121,C0089,2023-03-12,197.23
U00121,C0180,2024-04-28,6.35
U00122,C0197,2024-10-23,192.76
U00122,C0035,2024-01-19,198.57
U00122,C0165,2024-01-27,89.71
U00123,C0097,2024-10-31,172.06
U00123,C0021,2023-05-02,35.69
U00123,C0175,2024-07-04,78.61
U00123,C0170,2023-05-11,145.57
U00123,C0139,2023-08-17,166.96
U00123,C0035,2023-01-24,195.7
U00124,C0185,2024-01-24,164.67
U00124,C0140,2023-09-11,92.13
U00124,C0109,2023-06-08,55.13
U00124,C0137,2023-04-26,6.44
U00125,C0158,2023-07-31,13.46
U00125,C0197,2024-08-31,6.72
U00125,C0005,2024-09-04,134.4
U00125,C0062,2023-02-19,48.95
U00126,C0113,2023-08-28,107.95
U00127,C0199,2023-08-28,163.16
U00127,C0015,2024-08-12,63.78
U00127,C0036,2024-09-04,154.51
U00127,C0129,2023-11-25,47.38
U00127,C0075,2023-05-27,197.14
U00128,C0106,2024-07-24,189.7
U00128,C0077,2023-06-29,125.2
U00128,C0071,2024-03-13,111.17
U00128,C0016,2023-02-18,194.46
U00129,C0172,2023-06-02,59.98
U00129,C0098,2023-07-08,150.88
U00129,C0135,2024-04-29,48.19
U00129,C0082,2023-08-19,60.15
U00129,C0179,2024-12-25,28.87
U00129,C0107,2024-04-19,182.95
U00129,C0105,2024-07-29,82.54
U00130,C0136,2023-09-06,51.0
U00130,C0035,2023-12-05,129.34
U00130,C0100,2024-04-05,169.43
U00131,C0186,2023-02-22,53.69
U00131,C0049,2024-11-20,120.99
U00132,C0019,2023-07-12,160.93
U00133,C0172,2023-08-02,173.89
U00133,C0144,2023-12-07,60.64
U00133,C0056,2023-01-16,42.36
U00133,C0123,2023-07-14,192.42
U00134,C0194,2023-09-06,139.13
U00134,C0123,2024-12-21,40.9
U00135,C0142,2024-06-30,129.74
U00135,C0083,2023-11-12,52.31
U00135,C0199,2024-06-09,176.56
U00135,C0073,2024-04-22,19.72
U00135,C0098,2024-04-25,152.33
U00135,C0120,2023-11-24,182.87
U00136,C0106,2023-08-15,148.25
U00136,C0012,2023-01-17,52.15
U00136,C0145,2024-08-21,115.83
U00137,C0040,2023-08-24,75.97
U00137,C0051,2023-09-09,99.86
U00137,C0085,2024-11-01,188.69
U00138,C0196,2024-10-19,147.92
U00138,C0126,2024-04-16,33.65
U00138,C0186,2023-12-27,33.85
U00139,C0126,2024-06-20,6.76
U00139,C0048,2023-03-18,189.04
U00139,C0139,2024-11-15,9.7
U00139,C0165,2023-01-07,82.48
U00139,C0016,2024-10-07,46.29
U00140,C0003,2023-03-03,123.57
U00140,C0056,2024-11-13,186.78
U00140,C0130,2024-05-09,131.86
U00140,C0117,2023-01-17,1.32
U00140,C0096,2024-07-18,82.27
U00141,C0185,2023-10-09,107.15
U00142,C0129,2024-03-16,161.23
U00142,C0179,2023-07-03,21.4
U00142,C0173,2023-04-09,104.88
U00143,C0159,2023-12-29,53.46
U00143,C0135,2024-02-11,15.8
U00143,C0065,2024-02-20,91.8
U00144,C0179,2024-12-01,165.61
U00144,C0058,2023-03-24,130.75
U00144,C0077,2024-10-27,151.92
U00145,C0098,2024-07-19,95.2
U00145,C0097,2024-10-14,1.89
U00146,C0128,2024-10-22,156.88
U00146,C0112,2024-08-02,195.47
U00147,C0136,2023-02-17,184.83
U00147,C0011,2024-12-01,185.12
U00147,C0059,2024-07-10,112.7
U00147,C0055,2023-02-03,35.87
U00147,C0178,2023-11-19,3.13
U00147,C0146,2023-08-01,117.41
U00147,C0122,2024-12-30,164.18
U00147,C0070,2023-03-20,59.86
U00148,C0146,2023-12-06,76.77
U00148,C0100,2023-05-24,158.1
U00148,C0174,2024-12-06,144.83
U00148,C0139,2024-05-27,149.09
U00149,C0026,2023-03-19,68.12
U00149,C0112,2024-09-20,190.97
U00149,C0060,2024-02-11,193.78
U00150,C0163,2024-05-17,45.63
U00150,C0070,2024-07-20,188.23
U00150,C0116,2024-03-18,37.15
U00151,C0098,2023-10-30,159.61
U00151,C0022,2024-12-31,14.7
U00151,C0198,2023-10-02,30.84
U00151,C0159,2024-12-29,156.78
U00152,C0100,2024-01-05,21.31
U00152,C0082,2023-01-06,188.59
U00153,C0195,2023-05-16,17.46
U00153,C0070,2024-03-17,89.77
U00153,C0027,2024-07-22,102.49
U00154,C0023,2024-07-21,18.61
U00154,C0091,2024-09-04,156.89
U00155,C0004,2024-07-26,181.04
U00155,C0075,2023-09-06,114.39
U00155,C0106,2023-06-23,137.06
U00155,C0100,2023-06-23,27.77
U00155,C0200,2023-11-05,53.68
U00155,C0022,2023-05-30,12.65
U00156,C0108,2023-03-20,72.22
U00156,C0077,2023-09-10,144.18
U00156,C0124,2024-05-22,118.76
U00157,C0028,2023-11-08,1.35
U00157,C0035,2024-02-10,66.44
U00158,C0085,2024-10-28,194.85
U00158,C0113,2023-05-20,60.09
U00158,C0086,2024-09-09,189.46
U00158,C0111,2023-07-25,95.8
U00159,C0102,2023-10-26,146.97
U00159,C0082,2024-10-10,98.2
U00160,C0063,2024-02-07,73.0
U00160,C0084,2024-07-31,39.96
U00160,C0097,2024-07-12,35.99
U00160,C0072,2024-07-17,5.38
U00161,C0182,2023-03-12,163.79
U00161,C0054,2024-02-23,134.6
U00161,C0113,2023-05-23,126.67
U00161,C0075,2023-09-05,50.54
U00161,C0178,2023-06-07,143.05
U00162,C0019,2024-02-15,106.87
U00162,C0115,2024-12-09,83.66
U00162,C0154,2023-02-07,158.14
U00162,C0123,2024-01-04,140.33
U00162,C0150,2024-07-03,118.76
U00163,C0028,2023-06-20,129.4
U00163,C0197,2023-02-15,112.64
U00163,C0064,2024-10-22,135.49
U00163,C0169,2024-02-14,193.36
U00163,C0171,2023-12-06,193.14
U00163,C0091,2024-03-16,21.19
U00164,C0057,2024-06-15,111.6
U00164,C0131,2024-12-05,115.05
U00165,C0101,2024-11-26,117.72
U00165,C0119,2024-05-27,30.15
U00165,C0198,2023-01-26,96.55
U00166,C0022,2023-05-26,69.67
U00166,C0030,2023-12-18,91.07
U00166,C0187,2023-07-31,104.22
U00167,C0025,2024-12-14,90.49
U00167,C0113,2023-03-10,60.05
U00167,C0185,2024-12-28,23.02
U00168,C0166,2023-09-07,103.2
U00168,C0028,2024-07-19,32.03
U00168,C0174,2024-07-27,85.27
U00168,C0043,2024-04-18,46.37
U00168,C0190,2024-02-19,125.95
U00169,C0169,2024-02-10,5.84
U00169,C0111,2024-09-20,176.62
U00170,C0110,2024-12-22,42.96
U00170,C0100,2023-10-13,150.47
U00170,C0002,2023-03-06,115.47
U00171,C0138,2024-04-13,22.79
U00171,C0048,2024-11-17,172.53
U00171,C0094,2024-06-24,193.18
U00171,C0084,2023-11-17,119.39
U00171,C0051,2024-09-17,78.51
U00172,C0091,2024-09-24,34.51
U00172,C0118,2024-11-20,141.2
U00173,C0158,2024-11-19,26.79
U00173,C0152,2023-05-01,47.71
U00173,C0022,2023-04-30,36.61
U00174,C0131,2023-05-22,114.96
U00174,C0100,2024-03-09,37.15
U00174,C0108,2024-10-12,107.48
U00174,C0153,2024-10-22,186.14
U00175,C0043,2023-10-23,28.06
U00175,C0126,2023-11-19,168.4
U00176,C0092,2023-07-19,163.04
U00176,C0003,2024-07-29,101.09
U00176,C0125,2024-05-21,81.83
U00176,C0035,2024-05-18,83.13
U00177,C0126,2023-08-14,58.42
U00177,C0043,2023-10-09,44.97
U00177,C0022,2023-10-23,33.64
U00177,C0145,2024-04-13,113.13
U00177,C0008,2024-05-22,109.95
U00178,C0030,2024-07-10,164.66
U00178,C0069,2024-01-11,108.41
U00179,C0195,2024-03-11,20.48
U00179,C0185,2024-10-31,150.27
U00179,C0113,2023-11-01,174.96
U00179,C0140,2023-02-03,89.95
U00179,C0056,2023-12-23,172.44
U00180,C0031,2023-08-31,41.98
U00180,C0199,2024-08-25,137.83
U00181,C0157,2023-07-31,162.71
U00181,C0162,2023-03-02,114.01
U00181,C0110,2024-06-29,56.22
U00181,C0043,2024-07-05,33.68
U00181,C0158,2024-12-21,58.53
U00181,C0036,2024-08-09,53.47
U00182,C0174,2023-10-11,173.41
U00182,C0025,2023-05-10,140.29
U00182,C0035,2023-05-16,49.94
U00182,C0193,2024-12-29,64.42
U00182,C0106,2023-09-11,152.29
U00182,C0016,2024-11-23,78.54
U00183,C0162,2024-10-04,82.85
U00183,C0069,2024-04-07,15.1
U00184,C0197,2023-10-12,138.94
U00184,C0024,2024-01-13,90.94
U00184,C0104,2024-05-14,65.46
U00184,C0132,2023-01-03,173.78
U00184,C0192,2023-04-06,146.19
U00185,C0171,2024-07-01,79.54
U00185,C0179,2024-03-15,164.97
U00185,C0092,2024-05-21,53.71
U00185,C0017,2023-10-18,67.55
U00186,C0145,2023-02-19,9.19
U00186,C0125,2024-10-03,156.78
U00186,C0088,2024-04-15,3.26
U00186,C0175,2023-06-11,88.26
U00187,C0110,2023-07-27,199.14
U00188,C0167,2024-01-05,50.08
U00188,C0078,2024-01-16,132.9
U00188,C0041,2024-10-26,33.11
U00188,C0071,2024-02-10,125.12
U00188,C0024,2024-12-17,151.05
U00188,C0168,2024-03-15,131.1
U00189,C0001,2024-08-30,45.24
U00189,C0055,2024-11-27,89.01
U00189,C0123,2023-01-09,139.12
U00189,C0020,2023-05-04,197.63
U00189,C0034,2024-03-08,138.81
U00190,C0059,2023-04-15,20.64
U00190,C0099,2024-01-12,176.2
U00190,C0023,2023-05-21,76.54
U00190,C0188,2023-05-17,128.32
U00191,C0018,2024-09-16,130.0
U00191,C0136,2024-03-26,70.24
U00191,C0145,2023-08-07,125.62
U00191,C0003,2023-06-05,183.98
U00192,C0114,2023-05-24,150.49
U00192,C0056,2024-08-26,146.0
U00192,C0023,2023-12-26,192.65
U00192,C0026,2023-11-19,158.22
U00193,C0166,2024-07-20,120.2
U00193,C0022,2024-09-14,56.98
U00193,C0064,2024-12-08,5.36
U00194,C0078,2023-07-13,149.57
U00194,C0053,2023-10-30,129.23
U00194,C0133,2023-09-03,98.98
U00194,C0156,2023-04-26,48.22
U00194,C0131,2024-10-15,118.79
U00195,C0004,2024-02-01,172.16
U00195,C0093,2024-08-05,84.17
U00195,C0082,2024-07-13,136.59
U00195,C0034,2024-04-27,190.89
U00196,C0005,2023-08-09,7.97
